iid,iid_clean,gender,wave,round,position,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,from,zipcode,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,satis_2,length,numdat_2,you_call,them_cal,date_3,numdat_3,num_in_3
297,297.12,0,12,14,11,308,1,0.38,0,27,4,17,19,18,17,11,18,1,8,9,8,8,6,7,9,4,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,1,5,10,8,7,8,8,6,8,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,309,0,0.53,1,32,2,20,20,20,20,10,10,0,10,10,8,8,,8,8,4,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,1,7,8,8,8,8,8,7,9,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,310,1,0.57,1,25,2,24,15,20,20,8,13,1,9,8,7,8,7,6,8,7,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,1,7,8,9,7,8,7,7,8,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,311,0,-0.06,0,29,4,50,20,10,10,5,5,1,7,8,5,6,5,8,7,6,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,5,9,9,7,9,8,5,8,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,312,0,0.14,1,23,2,25,5,30,15,5,20,0,7,5,5,6,3,2,5,6,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,5,5,5,5,9,6,5,7,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,313,0,-0.15,1,27,2,19,13,18,18,10,22,1,6,7,6,7,7,6,7,8,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,5,7,7,7,7,7,7,8,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,314,0,0.5,0,32,6,20,10,30,20,10,10,1,5,5,6,6,6,5,7,5,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,5,7,7,6,8,6,7,6,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,315,0,0.34,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,6,8,8,6,3,4,6,4,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,3,5,7,5,9,5,4,5,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,316,1,0.19,1,25,2,25,20,15,25,10,5,1,7,6,6,7,7,5,6,5,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,1,7,7,7,8,9,7,7,8,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,317,0,0.45,1,30,2,50,0,20,20,0,10,0,8,4,6,4,6,4,5,5,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,1,8,8,7,7,9,8,7,7,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,318,0,0.02,0,29,6,40,30,10,8,2,10,1,7,7,6,6,7,5,8,1,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,3,8,8,7,9,9,6,8,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,319,1,-0.36,1,26,2,20,25,20,10,5,20,1,9,9,7,8,9,8,9,9,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,1,3,10,10,8,9,10,7,10,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,320,0,0.47,1,36,2,20,16,16,16,16,16,0,6,10,7,5,5,,8,1,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,3,7,7,6,8,7,4,7,0,2,3,3,0,2,0,,
297,297.12,0,12,14,11,321,0,0.28,1,29,2,30,15,15,20,10,10,0,6,7,7,7,7,6,6,5,2,21,Education- Literacy Specialist,9,Washington U. in St. Louis,2,9,8,Texas,"77,401",2,2,1,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9,0,4,7,7,7,8,5,6,8,0,2,3,3,0,2,0,,
298,298.12,0,12,14,14,308,0,0.31,0,27,4,17,19,18,17,11,18,1,9,8,9,8,7,7,9,5,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,6,8,8,6,8,6,6,6,0,7,3,3,,,,,
298,298.12,0,12,14,14,309,0,0.65,1,32,2,20,20,20,20,10,10,0,8,10,8,8,8,4,8,3,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,7,9,9,6,7,5,8,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,310,0,0.5,1,25,2,24,15,20,20,8,13,0,7,7,7,8,6,4,5,5,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,7,7,8,6,7,6,7,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,311,0,0,0,29,4,50,20,10,10,5,5,0,5,6,6,7,5,6,7,4,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,8,9,9,9,9,8,9,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,312,0,0.24,1,23,2,25,5,30,15,5,20,0,5,7,7,5,5,4,5,6,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,8,9,9,9,9,7,8,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,313,0,-0.02,1,27,2,19,13,18,18,10,22,0,4,6,7,5,7,5,7,7,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,8,8,8,8,8,8,8,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,314,0,0.34,0,32,6,20,10,30,20,10,10,0,4,5,5,4,4,4,4,4,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,6,8,8,6,8,6,6,6,0,7,3,3,,,,,
298,298.12,0,12,14,14,315,0,0.47,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,8,7,9,8,3,5,7,5,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,9,8,8,8,8,8,8,8,0,7,3,3,,,,,
298,298.12,0,12,14,14,316,0,0.25,1,25,2,25,20,15,25,10,5,0,5,6,5,4,4,3,3,3,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,9,9,9,9,9,9,9,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,317,0,0.45,1,30,2,50,0,20,20,0,10,0,4,8,7,4,6,2,4,7,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,9,7,8,7,7,5,7,6,0,7,3,3,,,,,
298,298.12,0,12,14,14,318,0,-0.07,0,29,6,40,30,10,8,2,10,1,5,6,7,6,6,5,6,1,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,6,7,8,6,7,5,6,6,0,7,3,3,,,,,
298,298.12,0,12,14,14,319,0,-0.26,1,26,2,20,25,20,10,5,20,0,7,8,8,5,6,5,6,7,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,6,7,7,6,7,8,7,7,0,7,3,3,,,,,
298,298.12,0,12,14,14,320,0,0.25,1,36,2,20,16,16,16,16,16,0,6,10,7,5,5,,8,,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,0,6,7,7,6,7,5,6,6,0,7,3,3,,,,,
298,298.12,0,12,14,14,321,0,0.31,1,29,2,30,15,15,20,10,10,0,4,7,7,6,6,5,5,5,2,22,English,6,SUNY Geneseo,2,7,1,"Buffalo, NY","14,075",2,6,2,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,1,10,30,20,10,15,15,50,10,10,10,10,10,7,10,9,10,10,1,7,7,7,7,7,7,7,7,0,7,3,3,,,,,
299,299.12,0,12,14,4,308,0,0.03,1,27,4,17,19,18,17,11,18,1,8,9,8,8,6,8,9,6,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,8,9,10,10,10,5,9,8,0,6,1,3,,,,,
299,299.12,0,12,14,4,309,0,0.76,0,32,2,20,20,20,20,10,10,0,7,10,9,9,8,,7,3,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,7,8,8,7,7,7,7,5,0,6,1,3,,,,,
299,299.12,0,12,14,4,310,0,0.3,0,25,2,24,15,20,20,8,13,0,6,6,6,6,6,5,5,4,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,8,8,8,8,8,8,8,3,0,6,1,3,,,,,
299,299.12,0,12,14,4,311,0,-0.17,1,29,4,50,20,10,10,5,5,0,5,5,6,4,7,5,6,10,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,1,10,9,9,9,9,9,9,8,0,6,1,3,,,,,
299,299.12,0,12,14,4,312,0,0.4,0,23,2,25,5,30,15,5,20,0,5,7,8,7,6,3,5,7,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,1,8,9,9,8,9,10,8,7,0,6,1,3,,,,,
299,299.12,0,12,14,4,313,0,0.25,0,27,2,19,13,18,18,10,22,0,4,7,7,5,5,4,5,4,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,1,8,9,9,8,8,7,8,6,0,6,1,3,,,,,
299,299.12,0,12,14,4,314,0,0.26,0,32,6,20,10,30,20,10,10,0,6,6,5,5,6,4,5,5,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,8,9,8,8,8,7,8,7,0,6,1,3,,,,,
299,299.12,0,12,14,4,315,0,0.76,0,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,7,9,9,7,6,4,7,5,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,7,7,10,9,9,4,8,6,0,6,1,3,,,,,
299,299.12,0,12,14,4,316,1,0.59,0,25,2,25,20,15,25,10,5,1,5,8,7,8,5,5,7,7,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,1,10,10,10,10,10,8,9,8,0,6,1,3,,,,,
299,299.12,0,12,14,4,317,0,0.62,0,30,2,50,0,20,20,0,10,0,5,8,8,7,6,4,6,8,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,8,9,9,9,9,8,9,8,,6,1,3,,,,,
299,299.12,0,12,14,4,318,0,0.33,0,29,6,40,30,10,8,2,10,1,4,7,8,7,4,5,5,1,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,7,9,10,9,9,6,7,6,0,6,1,3,,,,,
299,299.12,0,12,14,4,319,0,-0.15,0,26,2,20,25,20,10,5,20,1,7,9,8,10,9,9,8,8,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,7,8,8,8,8,8,8,7,0,6,1,3,,,,,
299,299.12,0,12,14,4,320,0,0.55,0,36,2,20,16,16,16,16,16,0,6,10,8,6,5,,6,1,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,7,9,9,7,7,4,6,5,0,6,1,3,,,,,
299,299.12,0,12,14,4,321,0,0.57,0,29,2,30,15,15,20,10,10,0,6,7,7,6,6,5,5,5,2,24,Social Work,11,New York University,4,1,1,Maryland,"21,015",2,6,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,40,10,10,10,10,20,6,9,9,8,9,0,6,7,7,2,2,2,4,3,0,6,1,3,,,,,
300,300.12,0,12,14,7,308,0,0.24,0,27,4,17,19,18,17,11,18,0,6,8,8,7,6,7,7,5,1,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,6,10,10,9,10,8,7,10,1,9,1,2,,,,,
300,300.12,0,12,14,7,309,0,0.73,1,32,2,20,20,20,20,10,10,0,10,10,8,9,8,,8,6,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,10,10,10,10,9,9,10,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,310,0,0.07,1,25,2,24,15,20,20,8,13,0,6,6,6,5,7,4,5,4,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,6,9,10,7,7,2,4,8,0,9,1,2,,,,,
300,300.12,0,12,14,7,311,0,0.22,0,29,4,50,20,10,10,5,5,0,4,2,5,4,5,7,5,4,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,7,10,9,9,8,9,9,8,0,9,1,2,,,,,
300,300.12,0,12,14,7,312,0,0.54,1,23,2,25,5,30,15,5,20,0,4,6,6,4,4,2,3,5,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,8,10,9,9,9,10,9,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,313,0,0.24,1,27,2,19,13,18,18,10,22,0,3,6,7,8,,6,6,7,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,9,10,10,10,9,9,10,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,314,0,0.32,0,32,6,20,10,30,20,10,10,0,5,7,7,4,5,4,4,4,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,4,9,10,6,9,2,3,2,0,9,1,2,,,,,
300,300.12,0,12,14,7,315,0,0.77,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,5,9,9,6,6,3,6,6,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,8,10,10,8,7,7,8,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,316,1,0.52,1,25,2,25,20,15,25,10,5,1,6,8,8,7,7,8,6,7,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,8,9,9,10,7,10,9,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,317,0,0.79,1,30,2,50,0,20,20,0,10,0,4,7,8,5,6,5,6,6,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,10,9,10,10,9,9,10,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,318,0,0.11,0,29,6,40,30,10,8,2,10,1,7,7,7,6,5,5,7,1,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,7,10,9,7,10,6,6,10,0,9,1,2,,,,,
300,300.12,0,12,14,7,319,1,-0.03,1,26,2,20,25,20,10,5,20,1,6,8,9,8,9,8,7,7,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,1,8,10,10,10,9,10,9,9,0,9,1,2,,,,,
300,300.12,0,12,14,7,320,0,0.64,1,36,2,20,16,16,16,16,16,0,9,4,5,2,2,,3,1,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,8,9,10,9,10,9,8,8,0,9,1,2,,,,,
300,300.12,0,12,14,7,321,0,0.66,1,29,2,30,15,15,20,10,10,0,4,7,7,5,5,5,4,5,2,35,Anthropology/Education,3,Miami University,2,1,1,"Buffalo, NY","14,043",2,6,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,40,5,10,20,5,20,8,9,9,9,10,0,9,8,10,9,8,9,7,9,0,9,1,2,,,,,
301,301.12,0,12,14,3,308,0,0.31,0,27,4,17,19,18,17,11,18,0,7,9,8,7,6,8,8,2,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,0,5,6,8,2,9,2,5,5,0,8,3,3,,,,,
301,301.12,0,12,14,3,309,1,0.65,1,32,2,20,20,20,20,10,10,1,8,10,10,8,10,7,8,8,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,1,6,7,10,5,10,6,6,5,0,8,3,3,,,,,
301,301.12,0,12,14,3,310,0,0.31,1,25,2,24,15,20,20,8,13,1,8,7,7,6,7,4,7,6,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,0,3,7,7,2,9,2,2,2,0,8,3,3,,,,,
301,301.12,0,12,14,3,311,1,0.17,0,29,4,50,20,10,10,5,5,1,6,6,7,8,7,8,6,10,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,1,7,8,9,7,9,6,7,6,0,8,3,3,,,,,
301,301.12,0,12,14,3,312,0,0.36,1,23,2,25,5,30,15,5,20,0,6,6,8,5,8,3,4,3,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,0,5,6,8,2,5,6,3,4,0,8,3,3,,,,,
301,301.12,0,12,14,3,313,0,0.26,1,27,2,19,13,18,18,10,22,0,5,8,9,8,8,5,8,8,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,1,7,7,8,8,5,6,8,6,0,8,3,3,,,,,
301,301.12,0,12,14,3,314,0,0.48,0,32,6,20,10,30,20,10,10,1,7,7,7,7,5,6,6,6,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,0,7,6,7,6,8,6,5,4,0,8,3,3,,,,,
301,301.12,0,12,14,3,315,0,0.54,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,5,8,8,7,7,3,6,3,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,0,5,6,6,5,6,5,5,4,0,8,3,3,,,,,
301,301.12,0,12,14,3,316,0,0.36,1,25,2,25,20,15,25,10,5,0,5,6,8,4,5,3,3,2,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,0,6,6,7,7,8,4,7,5,0,8,3,3,,,,,
301,301.12,0,12,14,3,317,0,0.67,1,30,2,50,0,20,20,0,10,0,4,10,10,8,5,5,6,8,2,34,bilingual education,9,university of pennsylvania,2,3,8,"Washington, DC","8,540",2,4,1,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,1,9,8,8,10,5,5,8,5,0,8,3,3,,,,,
